npm,acc,nom,npa,noa,cbo,amloc,lcom4,dit,noc,accm,_module,loc,_filename,anpm,mmloc,rfc,sc,folder,type
5,2,9,0,6,2,7.44444444444444,4,0,0,1.11111111111111,Pistache::Http::Timeout,67,['include/pistache/http.h'],1,18,27,8,sgx-netting-master,finance
0,0,0,0,0,0,0,0,0,0,0,Pistache::Http::details::prototype_tag,0,['include/pistache/http.h'],0,0,0,0,sgx-netting-master,finance
2,0,2,0,0,0,2,2,1,0,1,Pistache::Http::Private::HeadersStep,4,['include/pistache/http.h'],1,3,2,0,sgx-netting-master,finance
7,7,7,2,5,0,2.14285714285714,7,0,2,1,Pistache::Http::Private::ParserBase,15,['include/pistache/http.h'],0.857142857142857,5,7,0,sgx-netting-master,finance
2,0,2,1,1,0,1,2,0,0,1,Pistache::Http::details::IsHttpPrototype,2,['include/pistache/http.h'],1,1,2,0,sgx-netting-master,finance
7,0,7,0,0,1,4.71428571428571,6,0,0,1,http,33,['include/pistache/http.h'],1.57142857142857,9,11,6,sgx-netting-master,finance
11,4,12,0,3,0,1,12,1,1,1,Pistache::Http::Request,12,['include/pistache/http.h'],0.333333333333333,1,12,0,sgx-netting-master,finance
7,3,9,0,4,1,3.77777777777778,8,1,0,1.11111111111111,Pistache::Http::ResponseStream,34,['include/pistache/http.h'],0.777777777777778,9,18,8,sgx-netting-master,finance
1,0,1,0,0,0,3,1,0,0,1,std::hash< Pistache::Http::Method >,3,['include/pistache/http_defs.h'],1,3,1,0,sgx-netting-master,finance
0,0,0,1,1,0,0,0,0,0,0,Pistache::Http::CacheDirective::@2::@7,0,['include/pistache/http_defs.h'],0,0,0,0,sgx-netting-master,finance
0,0,0,1,1,0,0,0,0,0,0,Pistache::Http::CacheDirective::@2::@5,0,['include/pistache/http_defs.h'],0,0,0,0,sgx-netting-master,finance
6,0,6,0,2,0,1,5,1,0,1,Pistache::Http::HttpError,6,['include/pistache/http_defs.h'],0.666666666666667,1,9,0,sgx-netting-master,finance
0,0,0,1,1,0,0,0,0,0,0,Pistache::Http::CacheDirective::@2::@3,0,['include/pistache/http_defs.h'],0,0,0,0,sgx-netting-master,finance
0,0,0,1,1,0,0,0,0,0,0,Pistache::Http::CacheDirective::@2::@9,0,['include/pistache/http_defs.h'],0,0,0,0,sgx-netting-master,finance
6,0,6,0,1,0,1.33333333333333,6,0,0,1,Pistache::Http::FullDate,8,['include/pistache/http_defs.h'],1,3,7,0,sgx-netting-master,finance
5,1,5,0,0,0,1,5,0,0,1,http_defs,5,['include/pistache/http_defs.h'],1.6,1,5,0,sgx-netting-master,finance
0,0,0,4,4,0,0,0,0,0,0,Pistache::Http::CacheDirective::@2,0,['include/pistache/http_defs.h'],0,0,0,0,sgx-netting-master,finance
5,0,6,4,6,0,1,6,0,0,1,Pistache::Http::CacheDirective,6,['include/pistache/http_defs.h'],0.833333333333333,1,7,0,sgx-netting-master,finance
6,3,6,0,1,0,1.33333333333333,5,1,0,1,Pistache::Http::Header::ContentType,8,['include/pistache/http_header.h'],0.833333333333333,3,9,0,sgx-netting-master,finance
8,0,8,0,1,0,1.25,8,1,0,1,Pistache::Http::Header::CacheControl,10,['include/pistache/http_header.h'],0.875,3,9,0,sgx-netting-master,finance
5,0,5,0,1,0,1,5,1,0,1,Pistache::Http::Header::Location,5,['include/pistache/http_header.h'],0.6,1,6,0,sgx-netting-master,finance
6,0,6,0,1,0,1.66666666666667,6,1,0,1,Pistache::Http::Header::ContentLength,10,['include/pistache/http_header.h'],0.666666666666667,3,7,0,sgx-netting-master,finance
4,0,4,0,1,0,1,4,1,0,1,Pistache::Http::Header::Accept,4,['include/pistache/http_header.h'],0.75,1,5,0,sgx-netting-master,finance
6,16,6,0,0,0,1,6,0,14,1,Pistache::Http::Header::Header,6,['include/pistache/http_header.h'],0.666666666666667,1,6,0,sgx-netting-master,finance
8,0,8,0,2,0,1.5,8,1,0,1,Pistache::Http::Header::Host,12,['include/pistache/http_header.h'],0.75,4,10,0,sgx-netting-master,finance
5,0,5,0,1,0,1.8,5,1,0,1,Pistache::Http::Header::Connection,9,['include/pistache/http_header.h'],0.8,3,6,0,sgx-netting-master,finance
2,0,2,0,0,0,3,2,2,0,1,Pistache::Http::Header::ContentEncoding,6,['include/pistache/http_header.h'],0.5,3,2,0,sgx-netting-master,finance
5,0,5,2,2,0,3.8,4,0,0,1,http_header,19,['include/pistache/http_header.h'],1.4,5,8,0,sgx-netting-master,finance
5,0,5,0,1,0,1.4,5,1,0,1,Pistache::Http::Header::Date,7,['include/pistache/http_header.h'],0.8,3,6,0,sgx-netting-master,finance
2,0,2,1,1,0,1,2,0,0,1,Pistache::Http::Header::IsHeader,2,['include/pistache/http_header.h'],1,1,2,0,sgx-netting-master,finance
5,0,5,0,1,0,1.4,5,1,0,1,Pistache::Http::Header::Expect,7,['include/pistache/http_header.h'],0.8,3,6,0,sgx-netting-master,finance
11,0,11,0,1,0,1.63636363636364,10,1,0,1,Pistache::Http::Header::Allow,18,['include/pistache/http_header.h'],0.909090909090909,4,13,0,sgx-netting-master,finance
7,0,7,0,1,0,1.85714285714286,6,1,0,1,Pistache::Http::Header::UserAgent,13,['include/pistache/http_header.h'],0.714285714285714,3,9,0,sgx-netting-master,finance
7,0,7,0,1,0,1.85714285714286,6,1,0,1,Pistache::Http::Header::AccessControlAllowOrigin,13,['include/pistache/http_header.h'],0.714285714285714,3,10,0,sgx-netting-master,finance
7,0,7,0,1,0,1,7,1,0,1,Pistache::Http::Header::Server,7,['include/pistache/http_header.h'],0.714285714285714,1,8,0,sgx-netting-master,finance
2,0,2,0,0,0,3,2,2,0,1,Pistache::Http::Header::TransferEncoding,6,['include/pistache/http_header.h'],0.5,3,2,0,sgx-netting-master,finance
3,2,4,0,1,0,2,4,1,2,1,Pistache::Http::Header::EncodingHeader,8,['include/pistache/http_header.h'],1,3,5,0,sgx-netting-master,finance
8,0,8,0,2,0,1.375,8,0,0,1,Pistache::Http::Header::Raw,11,['include/pistache/http_header.h'],0.75,4,10,0,sgx-netting-master,finance
1,0,1,0,0,1,3,1,0,0,1,Pistache::Http::Header::LowercaseEqual,3,['include/pistache/http_headers.h'],2,3,2,1,sgx-netting-master,finance
15,3,16,0,2,0,1.625,15,0,0,1,Pistache::Http::Header::Collection,26,['include/pistache/http_headers.h'],0.625,3,18,0,sgx-netting-master,finance
1,2,1,0,0,0,1,1,0,0,1,http_headers,1,['include/pistache/http_headers.h'],1,1,1,0,sgx-netting-master,finance
5,0,5,0,0,0,2,5,0,0,1,Pistache::Http::Header::Registry,10,['include/pistache/http_headers.h'],0.8,6,5,0,sgx-netting-master,finance
1,0,1,0,0,0,3,1,0,0,1,Pistache::Http::Header::Registrar,3,['include/pistache/http_headers.h'],0,3,1,0,sgx-netting-master,finance
1,0,1,0,0,1,3,1,0,0,1,Pistache::Http::Header::LowercaseHash,3,['include/pistache/http_headers.h'],1,3,2,1,sgx-netting-master,finance
1,0,1,0,0,0,3,1,0,0,1,iterator_adapter,3,['include/pistache/iterator_adapter.h'],2,3,1,0,sgx-netting-master,finance
5,0,5,0,1,0,3.2,2,0,0,1,Pistache::FlatMapIteratorAdapter,16,['include/pistache/iterator_adapter.h'],0.6,4,9,0,sgx-netting-master,finance
0,0,0,4,4,0,0,0,0,0,0,Pistache::Tcp::Listener::Load,0,['include/pistache/listener.h'],0,0,0,0,sgx-netting-master,finance
1,0,1,0,0,0,1,1,0,0,1,listener,1,['include/pistache/listener.h'],2,1,1,0,sgx-netting-master,finance
15,3,17,0,12,0,1,17,0,0,1,Pistache::Tcp::Listener,17,['include/pistache/listener.h'],0.588235294117647,1,17,0,sgx-netting-master,finance
0,2,0,2,2,0,0,0,0,0,0,Pistache::MPMCQueue::Cell,0,['include/pistache/mailbox.h'],0,0,0,0,sgx-netting-master,finance
6,5,6,0,1,0,4,2,0,1,1.33333333333333,Pistache::Mailbox,24,['include/pistache/mailbox.h'],0.166666666666667,7,12,0,sgx-netting-master,finance
7,0,9,0,6,2,8.11111111111111,9,0,0,2.11111111111111,Pistache::MPMCQueue,73,['include/pistache/mailbox.h'],0.888888888888889,23,15,18,sgx-netting-master,finance
8,0,8,0,1,0,8,8,1,0,1,Pistache::PollableQueue,64,['include/pistache/mailbox.h'],0.375,20,8,0,sgx-netting-master,finance
7,1,7,0,2,0,5.85714285714286,7,0,1,1,Pistache::Queue,41,['include/pistache/mailbox.h'],0.285714285714286,11,7,0,sgx-netting-master,finance
8,0,8,0,1,2,8.25,2,1,0,2.125,Pistache::PollableMailbox,66,['include/pistache/mailbox.h'],0.375,20,24,4,sgx-netting-master,finance
0,0,0,1,1,0,0,0,0,0,0,mailbox,0,['include/pistache/mailbox.h'],0,0,0,0,sgx-netting-master,finance
2,0,2,0,2,0,3.5,2,0,0,1,Pistache::Queue::Entry,7,['include/pistache/mailbox.h'],0,4,2,0,sgx-netting-master,finance
5,1,5,0,1,0,2.8,2,0,0,1.2,Pistache::Http::Mime::Q,14,['include/pistache/mime.h'],0.4,8,9,0,sgx-netting-master,finance
1,1,1,2,2,0,4,1,0,0,1,Pistache::Http::Mime::MediaType::Index,4,['include/pistache/mime.h'],1,4,3,0,sgx-netting-master,finance
20,1,20,0,8,1,2.25,17,0,0,1.05,Pistache::Http::Mime::MediaType,45,['include/pistache/mime.h'],0.9,12,31,17,sgx-netting-master,finance
2,0,2,0,0,2,4,2,0,0,1,mime,8,['include/pistache/mime.h'],2,5,6,4,sgx-netting-master,finance
5,0,5,0,1,0,1.4,5,0,0,1,Pistache::Port,7,['include/pistache/net.h'],0.2,3,6,0,sgx-netting-master,finance
1,0,1,0,0,0,3,1,0,0,1,Pistache::Size< const char * >,3,['include/pistache/net.h'],1,3,1,0,sgx-netting-master,finance
1,0,1,0,0,0,4,1,0,0,1,Pistache::Size< char[N]>,4,['include/pistache/net.h'],1,4,1,0,sgx-netting-master,finance
1,0,1,0,0,0,3,1,0,0,1,Pistache::Size< bool >,3,['include/pistache/net.h'],1,3,1,0,sgx-netting-master,finance
1,0,1,0,0,0,3,1,0,0,1,Pistache::Size< char >,3,['include/pistache/net.h'],1,3,1,0,sgx-netting-master,finance
3,0,3,0,0,0,1,3,1,0,1,Pistache::Error,3,['include/pistache/net.h'],1,1,3,0,sgx-netting-master,finance
3,0,3,0,4,0,1,3,0,0,1,Pistache::Ipv4,3,['include/pistache/net.h'],1.33333333333333,1,3,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,0,0,0,Pistache::Size,0,['include/pistache/net.h'],0,0,0,0,sgx-netting-master,finance
12,0,13,0,2,0,1,13,0,0,1,Pistache::Address,13,['include/pistache/net.h'],0.923076923076923,1,13,0,sgx-netting-master,finance
9,0,9,0,0,0,2,9,0,0,1.11111111111111,net,18,['include/pistache/net.h'],1,10,9,0,sgx-netting-master,finance
0,0,0,1,1,0,0,0,0,0,0,Pistache::types::impl::callable_trait< Ret(Class::*)(Args...) const >,0,['include/pistache/optional.h'],0,0,0,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,0,0,0,"Pistache::types::callable_trait< Func, true >",0,['include/pistache/optional.h'],0,0,0,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,0,0,0,Pistache::details::IsArgMovable,0,['include/pistache/optional.h'],0,0,0,0,sgx-netting-master,finance
2,0,2,0,1,0,1,2,0,0,1,Pistache::types::Some,2,['include/pistache/optional.h'],1,1,2,0,sgx-netting-master,finance
0,0,0,2,2,0,0,0,0,0,0,Pistache::Optional::@0,0,['include/pistache/optional.h'],0,0,0,0,sgx-netting-master,finance
0,1,0,0,0,0,0,0,1,1,0,Pistache::types::impl::callable_trait,0,['include/pistache/optional.h'],0,0,0,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,2,0,0,"Pistache::types::callable_trait< Func, false >",0,['include/pistache/optional.h'],0,0,0,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,0,0,0,Pistache::types::callable_trait,0,['include/pistache/optional.h'],0,0,0,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,0,0,0,Pistache::details::RemoveOptional< Optional< T > >,0,['include/pistache/optional.h'],0,0,0,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,0,0,0,Pistache::details::RemoveOptional,0,['include/pistache/optional.h'],0,0,0,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,0,0,0,Pistache::types::impl::callable_trait< Ret(Class::*)(Args...) const >::Arg,0,['include/pistache/optional.h'],0,0,0,0,sgx-netting-master,finance
15,0,15,0,0,0,5.13333333333333,11,0,0,1.33333333333333,optional,77,['include/pistache/optional.h'],1.13333333333333,13,21,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,1,0,0,Pistache::types::is_move_constructible,0,['include/pistache/optional.h'],0,0,0,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,1,0,0,Pistache::details::IsArgMovable< R(Class::*)(Arg) const >,0,['include/pistache/optional.h'],0,0,0,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,0,0,0,Pistache::types::None,0,['include/pistache/optional.h'],0,0,0,0,sgx-netting-master,finance
15,0,21,2,4,0,5.38095238095238,21,0,0,1,Pistache::Optional,113,['include/pistache/optional.h'],0.857142857142857,17,21,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,1,0,0,Pistache::types::is_nothrow_move_constructible,0,['include/pistache/optional.h'],0,0,0,0,sgx-netting-master,finance
1,6,1,3,3,0,3,1,0,1,1,Pistache::Polling::Event,3,['include/pistache/os.h'],1,3,1,0,sgx-netting-master,finance
7,1,7,0,1,0,1.28571428571429,7,0,0,1,Pistache::NotifyFd,9,['include/pistache/os.h'],0.142857142857143,3,7,0,sgx-netting-master,finance
4,1,4,0,0,1,1.5,4,0,0,1,os,6,['include/pistache/os.h'],1,3,5,4,sgx-netting-master,finance
6,2,8,0,1,0,1,8,0,0,1,Pistache::Polling::Epoll,8,['include/pistache/os.h'],2.375,1,8,0,sgx-netting-master,finance
2,1,2,0,1,0,2,2,0,0,1,Pistache::Polling::Tag,4,['include/pistache/os.h'],0.5,3,3,0,sgx-netting-master,finance
12,0,12,1,2,0,1,12,0,0,1,Pistache::CpuSet,12,['include/pistache/os.h'],0.833333333333333,1,12,0,sgx-netting-master,finance
1,0,1,0,0,0,1,1,0,0,1,peer,1,['include/pistache/peer.h'],2,1,1,0,sgx-netting-master,finance
10,0,12,0,5,0,1.58333333333333,12,0,0,1.08333333333333,Pistache::Tcp::Peer,19,['include/pistache/peer.h'],0.75,6,14,0,sgx-netting-master,finance
1,0,1,0,0,0,1,1,0,0,1,Pistache::Prototype,1,['include/pistache/prototype.h'],0,1,1,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,0,0,0,prototype,0,['include/pistache/prototype.h'],0,0,0,0,sgx-netting-master,finance
3,0,3,0,1,0,1.66666666666667,3,1,0,1,Pistache::Aio::AsyncContext,5,['include/pistache/reactor.h'],0.666666666666667,3,3,0,sgx-netting-master,finance
6,0,6,0,0,2,2.33333333333333,6,1,0,1,Pistache::Aio::FdSet::Entry,14,['include/pistache/reactor.h'],0.166666666666667,3,14,12,sgx-netting-master,finance
2,0,3,0,1,0,1.66666666666667,3,0,0,1,Pistache::Aio::Reactor::Key,5,['include/pistache/reactor.h'],0.333333333333333,3,4,0,sgx-netting-master,finance
1,2,1,0,0,0,1,1,0,2,1,Pistache::Aio::ExecutionContext,1,['include/pistache/reactor.h'],1,1,1,0,sgx-netting-master,finance
16,1,17,0,1,0,1,17,1,0,1,Pistache::Aio::Reactor,17,['include/pistache/reactor.h'],1.76470588235294,1,17,0,sgx-netting-master,finance
6,0,6,0,1,0,3.66666666666667,1,0,0,1.16666666666667,Pistache::Aio::FdSet,22,['include/pistache/reactor.h'],0.5,7,12,0,sgx-netting-master,finance
5,3,5,0,3,0,2.2,5,1,2,1,Pistache::Aio::Handler,11,['include/pistache/reactor.h'],0.4,3,8,0,sgx-netting-master,finance
1,0,1,0,0,0,1,1,1,0,1,Pistache::Aio::SyncContext,1,['include/pistache/reactor.h'],1,1,1,0,sgx-netting-master,finance
1,0,1,0,1,0,1,1,0,0,1,Pistache::Aio::Handler::Context,1,['include/pistache/reactor.h'],0,1,2,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,0,0,0,Pistache::Rest::Route::details::TypeList,0,['include/pistache/route_bind.h'],0,0,0,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,0,0,0,Pistache::Rest::Route::details::TypeList::At,0,['include/pistache/route_bind.h'],0,0,0,0,sgx-netting-master,finance
7,1,7,0,0,0,4.71428571428571,5,0,0,1,route_bind,33,['include/pistache/route_bind.h'],2.14285714285714,11,9,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,0,0,0,Pistache::Rest::Routes::details::TypeList::At,0,['include/pistache/router.h'],0,0,0,0,sgx-netting-master,finance
1,1,1,0,0,0,7,1,0,0,2,Pistache::Rest::details::LexicalCast,7,['include/pistache/router.h'],1,7,1,0,sgx-netting-master,finance
4,0,4,0,4,0,3,4,0,0,1,Pistache::Rest::Route,12,['include/pistache/router.h'],1.5,7,5,0,sgx-netting-master,finance
8,0,10,0,2,0,1.2,10,0,0,1,Pistache::Rest::Route::Fragment,12,['include/pistache/router.h'],0.5,3,11,0,sgx-netting-master,finance
2,0,3,0,1,0,1.66666666666667,3,3,0,1,Pistache::Rest::Private::RouterHandler,5,['include/pistache/router.h'],1,3,4,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,0,0,0,Pistache::Rest::Routes::details::TypeList,0,['include/pistache/router.h'],0,0,0,0,sgx-netting-master,finance
11,0,12,0,2,0,1,12,0,0,1,Pistache::Rest::Router,12,['include/pistache/router.h'],1.66666666666667,1,12,0,sgx-netting-master,finance
4,0,5,0,2,0,1,5,2,0,1,Pistache::Rest::Request,5,['include/pistache/router.h'],1.2,1,5,0,sgx-netting-master,finance
3,0,3,0,2,1,3.33333333333333,3,0,0,1,Pistache::Rest::TypedParam,10,['include/pistache/router.h'],0.666666666666667,4,6,3,sgx-netting-master,finance
9,0,9,0,0,0,4.33333333333333,7,0,0,1,router,39,['include/pistache/router.h'],2.33333333333333,13,11,0,sgx-netting-master,finance
1,0,1,0,0,0,3,1,0,0,1,Pistache::Rest::details::LexicalCast< std::string >,3,['include/pistache/router.h'],1,3,1,0,sgx-netting-master,finance
8,0,8,0,0,9,22.375,1,0,0,3.375,rapidjson,179,['include/pistache/serializer/rapidjson.h'],2.125,38,42,9,sgx-netting-master,finance
13,2,13,2,2,1,1.30769230769231,12,0,0,1,Pistache::StreamCursor,17,['include/pistache/stream.h'],0.461538461538462,5,16,12,sgx-netting-master,finance
4,0,4,0,5,2,4.25,2,0,0,1.25,Pistache::StreamCursor::Revert,17,['include/pistache/stream.h'],0.25,7,13,4,sgx-netting-master,finance
7,0,9,0,2,0,3.44444444444444,6,1,0,1,Pistache::DynamicStreamBuf,31,['include/pistache/stream.h'],0.888888888888889,7,14,0,sgx-netting-master,finance
7,0,7,2,2,0,1,7,0,0,1,stream,7,['include/pistache/stream.h'],2.71428571428571,1,7,0,sgx-netting-master,finance
4,0,4,0,2,0,8.75,4,2,0,1,Pistache::ArrayStreamBuf,35,['include/pistache/stream.h'],0.75,18,4,0,sgx-netting-master,finance
6,0,7,0,3,0,1,7,0,0,1,Pistache::FileBuffer,7,['include/pistache/stream.h'],0.428571428571429,1,10,0,sgx-netting-master,finance
2,0,2,0,0,0,3,2,2,0,1,Pistache::RawStreamBuf,6,['include/pistache/stream.h'],2,3,2,0,sgx-netting-master,finance
3,1,3,3,3,0,6.66666666666667,2,0,0,1.33333333333333,Pistache::Buffer,20,['include/pistache/stream.h'],1.33333333333333,10,6,0,sgx-netting-master,finance
7,5,7,0,0,0,3.71428571428571,7,1,2,1,Pistache::StreamBuf,26,['include/pistache/stream.h'],0.428571428571429,8,7,0,sgx-netting-master,finance
6,0,6,0,5,2,3.33333333333333,2,0,0,1,Pistache::StreamCursor::Token,20,['include/pistache/stream.h'],0.166666666666667,7,15,4,sgx-netting-master,finance
5,2,7,0,1,0,1.57142857142857,7,1,1,1.14285714285714,Pistache::Tcp::Handler,11,['include/pistache/tcp.h'],0.857142857142857,5,7,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,0,0,0,tcp,0,['include/pistache/tcp.h'],0,0,0,0,sgx-netting-master,finance
0,0,0,1,1,0,0,0,0,0,0,timer_pool,0,['include/pistache/timer_pool.h'],0,0,0,0,sgx-netting-master,finance
6,0,7,1,3,1,3.42857142857143,4,0,0,1.42857142857143,Pistache::TimerPool::Entry,24,['include/pistache/timer_pool.h'],0.571428571428571,6,14,4,sgx-netting-master,finance
3,0,3,0,1,0,1,3,0,0,1,Pistache::TimerPool,3,['include/pistache/timer_pool.h'],0.666666666666667,1,3,0,sgx-netting-master,finance
1,0,1,1,1,0,3,1,0,0,1,Pistache::Tcp::Transport::PeerEntry,3,['include/pistache/transport.h'],1,3,1,0,sgx-netting-master,finance
1,1,1,4,4,0,7,1,0,0,1,Pistache::Tcp::Transport::WriteEntry,7,['include/pistache/transport.h'],3,7,1,0,sgx-netting-master,finance
10,2,28,0,9,4,2.28571428571429,26,2,0,1.07142857142857,Pistache::Tcp::Transport,64,['include/pistache/transport.h'],1.21428571428571,27,38,104,sgx-netting-master,finance
4,0,4,4,4,0,5,2,0,0,1,Pistache::Tcp::Transport::TimerEntry,20,['include/pistache/transport.h'],1,8,7,0,sgx-netting-master,finance
2,3,2,2,2,0,1,2,0,0,1,Pistache::Tcp::Transport::BufferHolder::U,2,['include/pistache/transport.h'],1,1,2,0,sgx-netting-master,finance
9,1,10,0,4,3,4.7,2,0,0,1.4,Pistache::Tcp::Transport::BufferHolder,47,['include/pistache/transport.h'],0.8,10,36,6,sgx-netting-master,finance
1,0,1,0,0,0,3,1,0,0,1,std::hash< Pistache::TypeId >,3,['include/pistache/typeid.h'],1,3,1,0,sgx-netting-master,finance
3,0,3,0,0,0,3,3,0,0,1,typeid,9,['include/pistache/typeid.h'],2,3,3,0,sgx-netting-master,finance
2,0,3,0,1,0,3.66666666666667,1,0,0,1,Pistache::TypeId,11,['include/pistache/typeid.h'],0.333333333333333,5,6,0,sgx-netting-master,finance
2,0,2,0,0,0,4.5,2,0,0,1.5,Pistache::impl::ViewBuilder< std::string >,9,['include/pistache/view.h'],1.5,6,2,0,sgx-netting-master,finance
8,0,9,0,0,1,3.22222222222222,9,1,0,1.11111111111111,Pistache::View< std::string >,29,['include/pistache/view.h'],1.11111111111111,5,14,9,sgx-netting-master,finance
13,3,13,0,2,0,3.92307692307692,13,0,1,1,Pistache::ViewBase,51,['include/pistache/view.h'],0.846153846153846,8,13,0,sgx-netting-master,finance
2,0,2,0,0,0,4,2,0,0,1,view,8,['include/pistache/view.h'],1.5,4,2,0,sgx-netting-master,finance
4,0,4,0,0,0,3,4,1,0,1,Pistache::View,12,['include/pistache/view.h'],1.75,3,4,0,sgx-netting-master,finance
2,0,2,0,0,0,4.5,2,0,0,1.5,Pistache::impl::ViewBuilder< std::vector< T > >,9,['include/pistache/view.h'],1.5,6,2,0,sgx-netting-master,finance
2,0,2,0,0,0,4.5,2,0,0,1.5,"Pistache::impl::ViewBuilder< std::array< T, N > >",9,['include/pistache/view.h'],1.5,6,2,0,sgx-netting-master,finance
2,0,2,0,0,0,4.5,2,0,0,1.5,Pistache::impl::ViewBuilder< T(&)[N]>,9,['include/pistache/view.h'],1.5,6,2,0,sgx-netting-master,finance
0,0,0,0,0,0,0,0,0,0,0,Pistache::impl::ViewBuilder,0,['include/pistache/view.h'],0,0,0,0,sgx-netting-master,finance
17,3,25,0,8,4,5.6,6,3,0,1.36,QCPPlotTitle,140,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",0.8,17,75,24,ProtonClassicSuite-master,finance
2,3,2,2,2,0,5,2,0,0,1,QCPBarData,10,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",1,5,2,0,ProtonClassicSuite-master,finance
43,4,74,0,9,10,23.7027027027027,10,3,0,4.90540540540541,QCPGraph,1754,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",1.58108108108108,180,355,100,ProtonClassicSuite-master,finance
18,53,18,4,4,0,6.38888888888889,7,0,0,1.61111111111111,QCPRange,115,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",0.777777777777778,44,46,0,ProtonClassicSuite-master,finance
8,10,10,0,5,1,4.8,7,1,0,1.5,QCPLayer,48,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",0.6,13,17,7,ProtonClassicSuite-master,finance
11,0,15,8,12,3,6.13333333333333,4,3,0,1.6,QCPItemRect,92,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",0.666666666666667,19,52,12,ProtonClassicSuite-master,finance
26,51,35,0,9,5,5.34285714285714,17,2,5,1.77142857142857,QCPLayoutElement,187,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",0.8,28,80,85,ProtonClassicSuite-master,finance
25,8,25,0,8,1,7.24,4,0,0,1.96,QCPColorMapData,181,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",1.36,27,112,4,ProtonClassicSuite-master,finance
11,18,16,0,0,2,13.5625,7,3,2,3.5,QCPLayout,217,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",0.875,112,36,14,ProtonClassicSuite-master,finance
17,5,17,0,4,4,11.0588235294118,4,4,0,2.70588235294118,QCPLayoutInset,188,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",1.11764705882353,40,66,16,ProtonClassicSuite-master,finance
11,0,13,4,8,4,7.23076923076923,3,3,0,1.61538461538462,QCPItemCurve,94,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",0.692307692307692,28,50,12,ProtonClassicSuite-master,finance
124,54,143,0,50,6,9.17482517482518,42,2,0,2.27972027972028,QCPAxis,1312,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",0.622377622377622,83,535,252,ProtonClassicSuite-master,finance
29,1,36,9,22,3,5.77777777777778,8,3,0,1.5,QCPItemText,208,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",0.611111111111111,30,119,24,ProtonClassicSuite-master,finance
20,0,25,0,11,8,13.08,5,3,0,3.2,QCPColorMap,327,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",0.92,67,129,40,ProtonClassicSuite-master,finance
4,6,9,0,6,2,7.22222222222222,5,0,1,2.11111111111111,QCPItemAnchor,65,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",0.888888888888889,18,22,10,ProtonClassicSuite-master,finance
2,0,2,5,5,0,8,2,0,0,1,QCPFinancialData,16,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",2.5,8,2,0,ProtonClassicSuite-master,finance
24,10,24,0,7,1,9.375,12,0,0,1.75,QCPScatterStyle,225,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",1.29166666666667,123,48,12,ProtonClassicSuite-master,finance
8,27,14,29,35,6,38.5714285714286,6,0,0,7.07142857142857,QCPAxisPainterPrivate,540,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",1.21428571428571,187,123,36,ProtonClassicSuite-master,finance
13,2,17,0,7,5,8.58823529411765,6,2,0,2.05882352941176,QCPGrid,146,"['QCustomPlot/qcustomplot.h', 'QCustomPlot/qcustomplot.cpp']",0.647058823529412,67,77,30,ProtonClassicSuite-master,finance
