Current_group_location,Exe_files,Number_exe_files,Number_libraries_Total,Number_lines_Total,Number_of_binaries,analizo_acc_kurtosis,analizo_acc_mean,analizo_acc_mode,analizo_acc_quantile_lower,analizo_acc_quantile_max,analizo_acc_quantile_median,analizo_acc_quantile_min,analizo_acc_quantile_ninety_five,analizo_acc_quantile_upper,analizo_acc_skewness,analizo_acc_standard_deviation,analizo_acc_sum,analizo_acc_variance,analizo_accm_kurtosis,analizo_accm_mean,analizo_accm_mode,analizo_accm_quantile_lower,analizo_accm_quantile_max,analizo_accm_quantile_median,analizo_accm_quantile_min,analizo_accm_quantile_ninety_five,analizo_accm_quantile_upper,analizo_accm_skewness,analizo_accm_standard_deviation,analizo_accm_sum,analizo_accm_variance,analizo_amloc_kurtosis,analizo_amloc_mean,analizo_amloc_mode,analizo_amloc_quantile_lower,analizo_amloc_quantile_max,analizo_amloc_quantile_median,analizo_amloc_quantile_min,analizo_amloc_quantile_ninety_five,analizo_amloc_quantile_upper,analizo_amloc_skewness,analizo_amloc_standard_deviation,analizo_amloc_sum,analizo_amloc_variance,analizo_anpm_kurtosis,analizo_anpm_mean,analizo_anpm_mode,analizo_anpm_quantile_lower,analizo_anpm_quantile_max,analizo_anpm_quantile_median,analizo_anpm_quantile_min,analizo_anpm_quantile_ninety_five,analizo_anpm_quantile_upper,analizo_anpm_skewness,analizo_anpm_standard_deviation,analizo_anpm_sum,analizo_anpm_variance,analizo_cbo_kurtosis,analizo_cbo_mean,analizo_cbo_mode,analizo_cbo_quantile_lower,analizo_cbo_quantile_max,analizo_cbo_quantile_median,analizo_cbo_quantile_min,analizo_cbo_quantile_ninety_five,analizo_cbo_quantile_upper,analizo_cbo_skewness,analizo_cbo_standard_deviation,analizo_cbo_sum,analizo_cbo_variance,analizo_change_cost,analizo_dit_kurtosis,analizo_dit_mean,analizo_dit_mode,analizo_dit_quantile_lower,analizo_dit_quantile_max,analizo_dit_quantile_median,analizo_dit_quantile_min,analizo_dit_quantile_ninety_five,analizo_dit_quantile_upper,analizo_dit_skewness,analizo_dit_standard_deviation,analizo_dit_sum,analizo_dit_variance,analizo_lcom4_kurtosis,analizo_lcom4_mean,analizo_lcom4_mode,analizo_lcom4_quantile_lower,analizo_lcom4_quantile_max,analizo_lcom4_quantile_median,analizo_lcom4_quantile_min,analizo_lcom4_quantile_ninety_five,analizo_lcom4_quantile_upper,analizo_lcom4_skewness,analizo_lcom4_standard_deviation,analizo_lcom4_sum,analizo_lcom4_variance,analizo_loc_kurtosis,analizo_loc_mean,analizo_loc_mode,analizo_loc_quantile_lower,analizo_loc_quantile_max,analizo_loc_quantile_median,analizo_loc_quantile_min,analizo_loc_quantile_ninety_five,analizo_loc_quantile_upper,analizo_loc_skewness,analizo_loc_standard_deviation,analizo_loc_sum,analizo_loc_variance,analizo_mmloc_kurtosis,analizo_mmloc_mean,analizo_mmloc_mode,analizo_mmloc_quantile_lower,analizo_mmloc_quantile_max,analizo_mmloc_quantile_median,analizo_mmloc_quantile_min,analizo_mmloc_quantile_ninety_five,analizo_mmloc_quantile_upper,analizo_mmloc_skewness,analizo_mmloc_standard_deviation,analizo_mmloc_sum,analizo_mmloc_variance,analizo_noa_kurtosis,analizo_noa_mean,analizo_noa_mode,analizo_noa_quantile_lower,analizo_noa_quantile_max,analizo_noa_quantile_median,analizo_noa_quantile_min,analizo_noa_quantile_ninety_five,analizo_noa_quantile_upper,analizo_noa_skewness,analizo_noa_standard_deviation,analizo_noa_sum,analizo_noa_variance,analizo_noc_kurtosis,analizo_noc_mean,analizo_noc_mode,analizo_noc_quantile_lower,analizo_noc_quantile_max,analizo_noc_quantile_median,analizo_noc_quantile_min,analizo_noc_quantile_ninety_five,analizo_noc_quantile_upper,analizo_noc_skewness,analizo_noc_standard_deviation,analizo_noc_sum,analizo_noc_variance,analizo_nom_kurtosis,analizo_nom_mean,analizo_nom_mode,analizo_nom_quantile_lower,analizo_nom_quantile_max,analizo_nom_quantile_median,analizo_nom_quantile_min,analizo_nom_quantile_ninety_five,analizo_nom_quantile_upper,analizo_nom_skewness,analizo_nom_standard_deviation,analizo_nom_sum,analizo_nom_variance,analizo_npa_kurtosis,analizo_npa_mean,analizo_npa_mode,analizo_npa_quantile_lower,analizo_npa_quantile_max,analizo_npa_quantile_median,analizo_npa_quantile_min,analizo_npa_quantile_ninety_five,analizo_npa_quantile_upper,analizo_npa_skewness,analizo_npa_standard_deviation,analizo_npa_sum,analizo_npa_variance,analizo_npm_kurtosis,analizo_npm_mean,analizo_npm_mode,analizo_npm_quantile_lower,analizo_npm_quantile_max,analizo_npm_quantile_median,analizo_npm_quantile_min,analizo_npm_quantile_ninety_five,analizo_npm_quantile_upper,analizo_npm_skewness,analizo_npm_standard_deviation,analizo_npm_sum,analizo_npm_variance,analizo_rfc_kurtosis,analizo_rfc_mean,analizo_rfc_mode,analizo_rfc_quantile_lower,analizo_rfc_quantile_max,analizo_rfc_quantile_median,analizo_rfc_quantile_min,analizo_rfc_quantile_ninety_five,analizo_rfc_quantile_upper,analizo_rfc_skewness,analizo_rfc_standard_deviation,analizo_rfc_sum,analizo_rfc_variance,analizo_sc_kurtosis,analizo_sc_mean,analizo_sc_mode,analizo_sc_quantile_lower,analizo_sc_quantile_max,analizo_sc_quantile_median,analizo_sc_quantile_min,analizo_sc_quantile_ninety_five,analizo_sc_quantile_upper,analizo_sc_skewness,analizo_sc_standard_deviation,analizo_sc_sum,analizo_sc_variance,analizo_total_abstract_classes,analizo_total_cof,analizo_total_eloc,analizo_total_loc,analizo_total_methods_per_abstract_class,analizo_total_modules,analizo_total_modules_with_defined_attributes,analizo_total_modules_with_defined_methods,analizo_total_nom,binary_player_number_lines,competition,dir_to_zip,group_name,is_source,new_dir,new_dir_name,source_lang,year
2005_SpringCompetitions_RaiC,,,,,,0.581632653061,0.421052631579,0,0,2,0,0,2,1,1.16756235952,0.606976978667,8,0.368421052632,2.31810477917,1.53330864273,1,1,4.16666666667,1,1,4.16666666667,1.51098901099,1.845283427,0.972956293952,29.1328642118,0.946643949941,0.0739802707848,7.16233566372,1,1,23.8333333333,4,1,23.8333333333,8.87912087912,1.21081065198,7.63111193426,136.084377611,58.2338693533,1.49472819181,0.792860186905,1,0.37969924812,2.33333333333,1,0,2.33333333333,1,0.622783867514,0.577991660553,15.0643435512,0.334074359668,4.50027573529,0.421052631579,0,0,3,0,0,3,0.5,2.1785638905,0.837707816583,8,0.701754385965,0.11,4.50027573529,0.421052631579,0,0,3,0,0,3,0.5,2.1785638905,0.837707816583,8,0.701754385965,9.47675365432,5.84210526316,1,1,38,2,1,38,7.5,2.86234910327,8.95831803344,111,80.2514619883,9.22461974046,86.0526315789,1,3,667,13,1,667,94.5,2.86651251478,162.890376799,1635,26533.2748538,1.66527069384,22.9473684211,1,1,112,4,1,112,31,1.63832749372,34.0040417274,436,1156.2748538,12.9355940893,3.57894736842,0,0,27,2,0,27,5,3.35183779396,6.14017543609,68,37.701754386,6.50865051903,0.105263157895,0,0,1,0,0,1,0,2.79843956402,0.315301767642,2,0.0994152046784,6.95568020011,7.26315789474,1,1,38,3,1,38,12.5,2.32803541628,9.05441638872,138,81.9824561404,4.02763251735,0.842105263158,0,0,6,0,0,6,0.5,2.23244204681,1.80318107474,16,3.2514619883,5.18873160643,5.68421052632,1,1,28,3,1,28,6.5,2.12505228974,6.93663888813,108,48.1169590643,2.81535897357,12.8421052632,1,1,59,8,1,59,20.5,1.62602559464,15.7489440842,244,248.029239766,18.44545303,7.05263157895,0,0,114,0,0,114,0.5,4.27315505091,26.060770186,134,679.16374269,1,0.0233918128655,1782,1635,13,19,11,19,138,,SpringCompetitions,/home/se-metrics/root/data-binaries-3D//SpringCompetitions2005/RaiC,RaiC,True,/home/se-metrics/root/data_binaries-3D-proccessed//2005_SpringCompetitions_RaiC,2005_SpringCompetitions_RaiC,C++,2005
2008_WorldCup_borregos_rc08,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2008/borregos_rc08.tar.gz,borregos_rc08,,/home/se-metrics/root/data_binaries-3D-proccessed//2008_WorldCup_borregos_rc08,2008_WorldCup_borregos_rc08,,2008
2014_WorldCup_fut-k,/home/se-metrics/root/data_binaries-3D-proccessed//2014_WorldCup_fut-k/fut-k/ticktack; /home/se-metrics/root/data_binaries-3D-proccessed//2014_WorldCup_fut-k/fut-k/FUT-K/ticktack; /home/se-metrics/root/data_binaries-3D-proccessed//2014_WorldCup_fut-k/fut-k/dropin/ticktack; /home/se-metrics/root/data_binaries-3D-proccessed//2014_WorldCup_fut-k/fut-k/runchallenge/ticktack,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2014/fut-k.tar.gz,fut-k,,/home/se-metrics/root/data_binaries-3D-proccessed//2014_WorldCup_fut-k,2014_WorldCup_fut-k,,2014
2008_WorldCup_jmu_rc08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2008/jmu_rc08.tar.gz,jmu_rc08,,/home/se-metrics/root/data_binaries-3D-proccessed//2008_WorldCup_jmu_rc08,2008_WorldCup_jmu_rc08,,2008
2015_ChinaOpens_NPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChinaOpens,/home/se-metrics/root/data-binaries-3D//ChinaOpens2015/NPU.tar.gz,NPU,,/home/se-metrics/root/data_binaries-3D-proccessed//2015_ChinaOpens_NPU,2015_ChinaOpens_NPU,,2015
2008_WorldCup_fcportugal_rc08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2008/fcportugal_rc08.tar.gz,fcportugal_rc08,,/home/se-metrics/root/data_binaries-3D-proccessed//2008_WorldCup_fcportugal_rc08,2008_WorldCup_fcportugal_rc08,,2008
2009_WorldCup_nomofc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2009/nomofc.tar.gz,nomofc,,/home/se-metrics/root/data_binaries-3D-proccessed//2009_WorldCup_nomofc,2009_WorldCup_nomofc,,2009
2008_WorldCup_mrl_rc08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2008/mrl_rc08.tar.gz,mrl_rc08,,/home/se-metrics/root/data_binaries-3D-proccessed//2008_WorldCup_mrl_rc08,2008_WorldCup_mrl_rc08,,2008
2009_WorldCup_nexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2009/nexus.tar.gz,nexus,,/home/se-metrics/root/data_binaries-3D-proccessed//2009_WorldCup_nexus,2009_WorldCup_nexus,,2009
2012_ChinaOpens_strive3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ChinaOpens,/home/se-metrics/root/data-binaries-3D//ChinaOpens2012/strive3d.tar.gz,strive3d,,/home/se-metrics/root/data_binaries-3D-proccessed//2012_ChinaOpens_strive3d,2012_ChinaOpens_strive3d,,2012
2016_WorldCup_FCPortugal3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2016/FCPortugal3D.tar.gz,FCPortugal3D,,/home/se-metrics/root/data_binaries-3D-proccessed//2016_WorldCup_FCPortugal3D,2016_WorldCup_FCPortugal3D,,2016
2008_WorldCup_wrighteagle_rc08,/home/se-metrics/root/data_binaries-3D-proccessed//2008_WorldCup_wrighteagle_rc08/wrighteagle_rc08/3D,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2008/wrighteagle_rc08.tar.gz,wrighteagle_rc08,,/home/se-metrics/root/data_binaries-3D-proccessed//2008_WorldCup_wrighteagle_rc08,2008_WorldCup_wrighteagle_rc08,,2008
2008_WorldCup_amoiensis_rc08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2008/amoiensis_rc08.tar.gz,amoiensis_rc08,,/home/se-metrics/root/data_binaries-3D-proccessed//2008_WorldCup_amoiensis_rc08,2008_WorldCup_amoiensis_rc08,,2008
2012_ChinaOpens_dreamwing3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ChinaOpens,/home/se-metrics/root/data-binaries-3D//ChinaOpens2012/dreamwing3d.tar.gz,dreamwing3d,,/home/se-metrics/root/data_binaries-3D-proccessed//2012_ChinaOpens_dreamwing3d,2012_ChinaOpens_dreamwing3d,,2012
2009_WorldCup_opuci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2009/opuci.tar.gz,opuci,,/home/se-metrics/root/data_binaries-3D-proccessed//2009_WorldCup_opuci,2009_WorldCup_opuci,,2009
2015_ChinaOpens_YuShan3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ChinaOpens,/home/se-metrics/root/data-binaries-3D//ChinaOpens2015/YuShan3D.tar.gz,YuShan3D,,/home/se-metrics/root/data_binaries-3D-proccessed//2015_ChinaOpens_YuShan3D,2015_ChinaOpens_YuShan3D,,2015
2011_GermanOpens_alzahra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanOpens,/home/se-metrics/root/data-binaries-3D//GermanOpens2011/alzahra.tar.gz,alzahra,,/home/se-metrics/root/data_binaries-3D-proccessed//2011_GermanOpens_alzahra,2011_GermanOpens_alzahra,,2011
2005_SpringCompetitions_TokyoTechSFC,,,,,,0.200579769109,0.470588235294,0,0,2,0,0,2,1,0.997400518525,0.624264272847,8,0.389705882353,0.602574725523,1.59337956505,1,1,3.6,1,1,3.6,1.71428571429,1.44959334218,0.94968040973,27.0874526059,0.901892880626,-0.428315239331,8.92533861048,4,3,24.5,4.8,1,24.5,10.3333333333,1.0467861696,8.3267685171,151.730756378,69.3350739374,-1.2154542448,0.691729323308,1,0.285714285714,1.33333333333,1,0,1.33333333333,1,-0.542119483269,0.438789350724,11.7593984962,0.192536094308,3.69818258664,0.470588235294,0,0,3,0,0,3,1,2.00779892993,0.874474632195,8,0.764705882353,0.12,3.69818258664,0.470588235294,0,0,3,0,0,3,1,2.00779892993,0.874474632195,8,0.764705882353,4.94941092321,2.35294117647,1,1,10,1,1,10,3,2.21388217218,2.49852897898,40,6.24264705882,6.35386973553,110.352941176,4,4,718,5,1,718,124,2.43340168138,189.769907117,1876,36012.6176471,1.10894249337,26.0588235294,4,3,111,5,1,111,35,1.46834150157,34.3246824243,443,1178.18382353,11.1374901845,3.58823529412,0,0,27,1,0,27,5,3.13734264718,6.56752258779,61,43.1323529412,5.44,0.117647058824,0,0,1,0,0,1,0,2.60961186272,0.332105582078,2,0.110294117647,7.24879847659,7.05882352941,1,1,38,2,1,38,10,2.43908934778,9.39727745304,120,88.3088235294,6.99103655134,0.588235294118,0,0,5,0,0,5,0,2.67119095105,1.37198868114,10,1.88235294118,8.24340682196,5.23529411765,1,1,29,2,1,29,6,2.65785052651,7.05805755648,89,49.8161764706,9.96680073443,21.8235294118,1,1,153,2,1,153,24,2.95616161301,37.5952711357,371,1413.40441176,2.71675879672,1.58823529412,0,0,10,0,0,10,1,2.01669277068,3.31773310276,27,11.0073529412,1,0.0294117647059,2035,1876,12,17,9,17,120,0,SpringCompetitions,/home/se-metrics/root/data-binaries-3D//SpringCompetitions2005/TokyoTechSFC,TokyoTechSFC,True,/home/se-metrics/root/data_binaries-3D-proccessed//2005_SpringCompetitions_TokyoTechSFC,2005_SpringCompetitions_TokyoTechSFC,C++,2005
2012_ChinaOpens_HS3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChinaOpens,/home/se-metrics/root/data-binaries-3D//ChinaOpens2012/HS3D.tar.gz,HS3D,,/home/se-metrics/root/data_binaries-3D-proccessed//2012_ChinaOpens_HS3D,2012_ChinaOpens_HS3D,,2012
2015_ChinaOpens_HFUTEngine3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ChinaOpens,/home/se-metrics/root/data-binaries-3D//ChinaOpens2015/HFUTEngine3D.tar.gz,HFUTEngine3D,,/home/se-metrics/root/data_binaries-3D-proccessed//2015_ChinaOpens_HFUTEngine3D,2015_ChinaOpens_HFUTEngine3D,,2015
2010_WorldCup_FCPortugal3D2010_bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2010/FCPortugal3D2010_bin.tgz,FCPortugal3D2010_bin,,/home/se-metrics/root/data_binaries-3D-proccessed//2010_WorldCup_FCPortugal3D2010_bin,2010_WorldCup_FCPortugal3D2010_bin,,2010
2008_WorldCup_czu3d_rc08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,WorldCup,/home/se-metrics/root/data-binaries-3D//WorldCup2008/czu3d_rc08.tar.gz,czu3d_rc08,,/home/se-metrics/root/data_binaries-3D-proccessed//2008_WorldCup_czu3d_rc08,2008_WorldCup_czu3d_rc08,,2008
2011_GermanOpens_l3msim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GermanOpens,/home/se-metrics/root/data-binaries-3D//GermanOpens2011/l3msim.tar.gz,l3msim,,/home/se-metrics/root/data_binaries-3D-proccessed//2011_GermanOpens_l3msim,2011_GermanOpens_l3msim,,2011
2012_ChinaOpens_NPU3D,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,2,0,0,11.5,None,11.25,12,11.5,11,12,11.75,0,0.707106781187,23,0.5,0,2,2,2,2,2,2,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,2,0,0,11.5,None,11.25,12,11.5,11,12,11.75,0,0.707106781187,23,0.5,0,11.5,None,11.25,12,11.5,11,12,11.75,0,0.707106781187,23,0.5,0,3,3,3,3,3,3,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,2,0,0,3,3,3,3,3,3,3,3,0,0,6,0,0,1,1,1,1,1,1,1,1,0,0,2,0,0,3.5,None,3.25,4,3.5,3,4,3.75,0,0.707106781187,7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,23,0,2,2,2,2,0,ChinaOpens,/home/se-metrics/root/data-binaries-3D//ChinaOpens2012/NPU3D.tar.gz,NPU3D,True,/home/se-metrics/root/data_binaries-3D-proccessed//2012_ChinaOpens_NPU3D,2012_ChinaOpens_NPU3D,C++,2012
