,analizo_acc_mean,analizo_acc_quantile_lower,analizo_acc_quantile_median,analizo_acc_quantile_upper,analizo_accm_mean,analizo_accm_quantile_lower,analizo_accm_quantile_median,analizo_accm_quantile_upper,analizo_amloc_mean,analizo_amloc_quantile_lower,analizo_amloc_quantile_median,analizo_amloc_quantile_upper,analizo_anpm_mean,analizo_anpm_quantile_lower,analizo_anpm_quantile_median,analizo_anpm_quantile_upper,analizo_cbo_mean,analizo_cbo_quantile_lower,analizo_cbo_quantile_median,analizo_cbo_quantile_upper,analizo_dit_mean,analizo_dit_quantile_lower,analizo_dit_quantile_median,analizo_dit_quantile_upper,analizo_lcom4_mean,analizo_lcom4_quantile_lower,analizo_lcom4_quantile_median,analizo_lcom4_quantile_upper,analizo_mmloc_mean,analizo_mmloc_quantile_lower,analizo_mmloc_quantile_median,analizo_mmloc_quantile_upper,analizo_noa_mean,analizo_noa_quantile_lower,analizo_noa_quantile_median,analizo_noa_quantile_upper,analizo_noc_mean,analizo_noc_quantile_lower,analizo_noc_quantile_median,analizo_noc_quantile_upper,analizo_nom_mean,analizo_nom_quantile_lower,analizo_nom_quantile_median,analizo_nom_quantile_upper,analizo_npa_mean,analizo_npa_quantile_lower,analizo_npa_quantile_median,analizo_npa_quantile_upper,analizo_npm_mean,analizo_npm_quantile_lower,analizo_npm_quantile_median,analizo_npm_quantile_upper,analizo_rfc_mean,analizo_rfc_quantile_lower,analizo_rfc_quantile_median,analizo_rfc_quantile_upper,analizo_sc_mean,analizo_sc_quantile_lower,analizo_sc_quantile_median,analizo_sc_quantile_upper,folder,category,agent_type,type
33,1.31313131313,0.0,0.0,1.0,3.67249288555,1.42857142857,3.0,4.94444444444,36.8156278396,7.785714285710001,25.0,52.5,1.63193226217,0.666666666667,1.0,2.0,1.05050505051,0.0,1.0,2.0,0.686868686869,0.0,1.0,1.0,4.42424242424,2.0,3.0,6.0,82.75757575760001,19.0,52.0,138.5,2.19191919192,0.0,1.0,2.5,0.313131313131,0.0,0.0,0.0,6.41414141414,2.0,4.0,7.5,0.626262626263,0.0,0.0,0.0,3.76767676768,1.5,2.0,4.0,13.656565656600002,3.5,7.0,13.0,5.4848484848500005,0.0,1.0,6.0,/home/se-metrics/root/proccesed1/2014_LARC_pmec_allejos2d,Robocup-2D,agent,Robocup
34,2.61290322581,1.0,2.0,3.0,2.07526893499,1.0,1.20833333333,2.04545454545,16.2633443329,5.916666666669999,11.7692307692,20.2357142857,1.07784435207,0.5,1.0,1.2297979798,2.51612903226,0.0,2.0,3.0,0.6451612903230001,0.0,1.0,1.0,2.8064516129,1.0,2.0,4.0,41.096774193499996,7.0,20.0,61.0,11.7096774194,4.0,7.0,14.5,0.322580645161,0.0,0.0,0.0,8.32258064516,3.0,6.0,13.0,2.1935483871,0.0,0.0,0.0,4.93548387097,1.5,4.0,6.0,38.3870967742,11.5,25.0,56.0,6.516129032259999,0.0,2.0,9.5,/home/se-metrics/root/proccesed1/1999_WorldCup_CoachRC99,Robocup-2D,agent,Robocup
36,3.15,1.0,2.0,3.0,5.6319818376100015,1.0,4.01666666667,7.112637362639999,45.716222908999995,22.4952380952,37.4107142857,62.214285714300004,2.2182989926700003,1.53794642857,2.0,2.765625,4.1,2.0,4.0,6.0,0.0,0.0,0.0,0.0,6.8,2.75,4.0,8.75,131.0,51.0,94.5,204.5,12.5,0.0,1.5,13.75,0.0,0.0,0.0,0.0,11.5,7.0,10.0,15.25,7.05,0.0,0.5,7.25,11.5,7.0,10.0,15.25,84.4,48.0,60.0,87.75,30.05,7.75,12.0,29.0,/home/se-metrics/root/proccesed1/1997_WorldCup_CMUnited97-source,Robocup-2D,agent,Robocup
37,4.28805237316,0.0,0.0,2.0,2.42165504535,1.0,1.36363636364,3.0,20.1298417454,5.0,10.2631578947,23.875,1.24009220431,0.5,1.0,1.66666666667,4.22422258592,0.0,1.0,6.0,0.741407528642,0.0,1.0,1.0,3.87561374795,2.0,3.0,4.0,59.60556464810001,6.0,24.0,78.0,4.00981996727,0.0,1.0,3.0,0.513911620295,0.0,0.0,0.0,8.983633387889999,2.0,5.0,9.5,1.41407528642,0.0,0.0,0.0,7.29623567921,2.0,4.0,6.0,46.3502454992,5.0,14.0,40.0,22.0703764321,0.0,4.0,18.0,/home/se-metrics/root/proccesed1/2012_WorldCup_AUT_2D_Source,Robocup-2D,agent,Robocup
38,1.33606557377,0.0,0.0,1.0,4.01268682673,1.2589285714299998,3.0,5.25,36.385357773,7.5,27.8787878788,52.75,1.5843485919,0.71875,1.0,2.0,1.1311475409799998,0.0,1.0,2.0,0.598360655738,0.0,1.0,1.0,4.60655737705,2.0,3.0,6.0,105.62295082,19.0,68.5,144.25,2.24590163934,0.0,1.0,3.0,0.254098360656,0.0,0.0,0.0,7.49180327869,2.0,5.0,10.0,0.565573770492,0.0,0.0,0.0,5.16393442623,2.0,3.0,5.0,16.7459016393,4.0,8.5,16.0,6.19672131148,0.0,1.0,6.0,/home/se-metrics/root/proccesed1/2012_WorldCup_Axiom_SourceCode_Release2012,Robocup-2D,agent,Robocup
39,3.79232505643,0.0,0.0,2.0,2.30778672303,1.0,1.42857142857,3.0,18.803012966199997,5.0,9.77777777778,23.6894736842,1.12925530187,0.539393939394,1.0,1.46428571429,3.87810383747,0.0,1.0,5.0,0.625282167043,0.0,1.0,1.0,3.4085778781,2.0,2.0,4.0,50.6343115124,5.0,24.0,69.0,3.92099322799,0.0,1.0,3.0,0.507900677201,0.0,0.0,0.0,8.48532731377,3.0,5.0,9.0,1.2212189616299998,0.0,0.0,0.0,7.049661399550001,2.0,4.0,6.0,40.5598194131,5.0,13.0,38.0,13.399548532699999,0.0,3.0,14.0,/home/se-metrics/root/proccesed1/2008_JapanOpens_anct2008,Robocup-2D,agent,Robocup
40,1.78378378378,0.0,0.0,2.0,3.15655963825,1.0,1.0,1.30574324324,17.1280287001,1.64855942377,4.0,7.0,1.18011593085,1.0,1.0,1.33333333333,3.8783783783800008,1.0,3.0,6.0,0.162162162162,0.0,0.0,0.0,3.58108108108,1.0,2.0,3.0,38.783783783800004,5.0,8.0,23.25,6.2837837837800015,2.0,3.0,6.0,0.108108108108,0.0,0.0,0.0,16.6216216216,2.0,2.5,16.0,1.87837837838,0.0,1.0,2.0,15.2837837838,2.0,2.0,15.75,76.43243243239999,8.25,18.0,41.25,14.581081081099999,1.0,6.0,18.0,/home/se-metrics/root/proccesed1/2012_ChinaOpens_lntu_taac2012,Robocup-2D,agent,Robocup
41,2.7619047619,0.0,1.0,4.0,2.8557960558,1.0,1.0,3.63636363636,29.8399467702,15.4375,23.5714285714,40.4444444444,1.62788645047,1.0,1.33333333333,2.1875,6.09523809524,2.0,5.0,8.0,0.0,0.0,0.0,0.0,7.523809523810001,1.0,3.0,7.0,83.619047619,42.0,67.0,107.0,8.71428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4761904762,7.0,10.0,16.0,8.71428571429,0.0,0.0,0.0,13.4761904762,7.0,10.0,16.0,106.95238095200001,50.0,117.0,162.0,30.5238095238,2.0,17.0,30.0,/home/se-metrics/root/proccesed1/2001_WorldCup_parsai-code1,Robocup-2D,agent,Robocup
42,0.913793103448,0.0,0.0,1.0,4.49091587531,2.0,3.6,5.6363636363600005,41.8860871313,13.4285714286,29.5,51.5,1.22561023268,0.714285714286,1.0,1.96,0.896551724138,0.0,0.0,1.0,0.775862068966,1.0,1.0,1.0,2.46551724138,2.0,2.0,3.75,83.9137931034,35.0,70.0,114.5,1.4655172413799995,0.0,1.0,1.0,0.137931034483,0.0,0.0,0.0,4.86206896552,2.0,3.5,7.0,0.568965517241,0.0,0.0,0.0,2.6724137931,1.25,2.0,3.0,11.4137931034,3.0,7.0,13.0,3.12068965517,0.0,0.0,4.0,/home/se-metrics/root/proccesed1/2009_JapanOpens_Hillstone_United_JapanOpen2009,Robocup-2D,agent,Robocup
43,4.93048128342,0.0,0.0,2.0,6.37303470445,2.18681318681,5.833333333330001,9.4,59.7161147037,19.1666666667,55.8333333333,85.25,1.36323363013,1.0,1.125,1.775,4.67379679144,0.0,1.0,5.0,0.7860962566840001,1.0,1.0,1.0,4.26737967914,2.0,2.0,5.0,165.101604278,31.5,124.0,263.5,2.64171122995,0.0,1.0,2.0,0.267379679144,0.0,0.0,0.0,7.994652406419999,2.0,4.0,14.0,0.989304812834,0.0,0.0,0.0,3.27272727273,2.0,2.0,5.0,24.422459893000003,3.0,9.0,39.0,38.0053475936,0.0,2.0,18.0,/home/se-metrics/root/proccesed1/2012_WorldCup_WarthogRobotics-RC2012,Robocup-2D,agent,Robocup
44,4.12300683371,0.0,0.0,2.0,2.30572825054,1.0,1.4,3.0,19.3359834031,5.0,9.77777777778,24.4,1.15413639089,0.516666666667,1.0,1.5,4.13895216401,0.0,1.0,6.0,0.640091116173,0.0,1.0,1.0,3.5056947608199995,2.0,2.0,4.0,54.740318906599995,5.0,23.0,75.0,4.03189066059,0.0,1.0,3.0,0.5193621867880001,0.0,0.0,0.0,8.64464692483,3.0,5.0,9.0,1.2277904328,0.0,0.0,0.0,7.22095671982,2.0,4.0,6.0,43.7813211845,5.0,14.0,40.0,14.5808656036,0.0,4.0,16.0,/home/se-metrics/root/proccesed1/2008_JapanOpens_Obake_OPU,Robocup-2D,agent,Robocup
45,0.509803921569,0.0,0.0,0.0,1.1073232323200002,1.0,1.0,1.0,3.58057911731,1.0,1.62857142857,3.79017857143,2.35035220198,1.0,1.72727272727,3.25,0.27450980392200003,0.0,0.0,0.0,0.529411764706,0.0,1.0,1.0,4.94117647059,1.0,3.0,7.0,7.470588235289999,1.0,4.0,7.0,2.90196078431,0.0,1.0,4.5,0.333333333333,0.0,0.0,0.0,6.49019607843,1.0,3.0,10.5,0.725490196078,0.0,0.0,0.0,4.25490196078,1.0,2.0,3.0,10.568627451000001,2.0,5.0,14.0,2.23529411765,0.0,0.0,0.0,/home/se-metrics/root/proccesed1/2014_LARC_ufsj_2d,Robocup-2D,agent,Robocup
46,3.96222222222,0.0,0.0,2.0,2.39224496131,1.0,1.46306306306,3.0,19.9428088107,5.0,10.0,24.2671232877,1.13078963738,0.550395256917,1.0,1.39375,4.04666666667,0.0,1.0,6.0,0.631111111111,0.0,1.0,1.0,3.38222222222,2.0,2.0,4.0,51.2533333333,5.25,25.5,70.75,3.87111111111,0.0,1.0,3.0,0.5155555555560001,0.0,0.0,0.0,8.38666666667,3.0,4.0,9.0,1.20222222222,0.0,0.0,0.0,6.966666666669999,2.0,4.0,6.0,40.4711111111,5.0,14.0,39.0,13.588888888900001,0.0,3.5,15.75,/home/se-metrics/root/proccesed1/2008_JapanOpens_KU_BOST,Robocup-2D,agent,Robocup
47,4.7671957672000005,0.0,1.0,3.0,2.0025055837,1.0,1.14814814815,2.14285714286,9.28947758555,4.0,5.33333333333,10.3333333333,0.921833670955,0.5,0.7205882352940001,1.0,4.677248677250001,0.0,4.0,6.0,0.529100529101,0.0,0.0,1.0,3.51322751323,2.0,3.0,4.0,33.3386243386,6.0,10.0,40.0,7.444444444439999,0.0,2.0,5.0,0.333333333333,0.0,0.0,0.0,12.2380952381,3.0,4.0,10.0,1.7354497354499998,0.0,0.0,1.0,10.851851851900001,3.0,3.0,9.0,55.64021164020001,7.0,14.0,40.0,22.5343915344,0.0,10.0,21.0,/home/se-metrics/root/proccesed1/2014_LARC_zombie_gear,Robocup-2D,agent,Robocup
48,3.58333333333,1.0,2.5,5.0,3.3167504609400003,1.0,1.58547008547,3.77976190476,20.830773251,5.62727272727,11.5166666667,21.55,1.1239010478,0.900641025641,1.16228070175,1.33333333333,3.55555555556,1.0,2.0,4.5,0.333333333333,0.0,0.0,0.0,5.16666666667,1.0,1.5,4.5,89.3888888889,15.5,48.5,94.75,10.4444444444,2.0,4.5,8.25,0.222222222222,0.0,0.0,0.0,31.6388888889,8.0,14.5,25.75,1.47222222222,0.0,0.0,1.0,28.444444444400002,7.5,13.0,22.0,149.444444444,21.0,43.5,75.5,29.5,1.0,3.5,13.5,/home/se-metrics/root/proccesed1/2008_JapanOpens_Nopporoes8,Robocup-2D,agent,Robocup
49,1.07843137255,0.0,0.0,1.0,3.27619561381,1.0,2.0,4.21212121212,35.4433506244,7.166666666669999,19.0,50.7083333333,2.39937180982,1.0,1.72727272727,3.75,0.843137254902,0.0,1.0,1.5,0.529411764706,0.0,1.0,1.0,3.94117647059,1.0,2.0,4.0,75.862745098,10.0,42.0,148.5,2.90196078431,0.0,1.0,4.5,0.333333333333,0.0,0.0,0.0,6.47058823529,1.0,3.0,10.5,0.725490196078,0.0,0.0,0.0,4.23529411765,1.0,2.0,3.0,15.7647058824,3.5,6.0,16.5,3.37254901961,0.0,1.0,2.0,/home/se-metrics/root/proccesed1/2012_ChinaOpens_bjut,Robocup-2D,agent,Robocup
50,3.65853658537,1.0,3.0,6.0,2.5182273057,1.0,1.5,3.0,13.850499331199998,2.0,5.75,17.0,1.21109862127,1.0,1.0,1.44444444444,3.68292682927,1.0,1.0,3.0,0.243902439024,0.0,0.0,0.0,2.75609756098,1.0,1.0,2.0,47.3170731707,4.0,12.0,52.0,6.17073170732,1.0,3.0,6.0,0.341463414634,0.0,0.0,0.0,9.17073170732,3.0,7.0,14.0,2.85365853659,0.0,0.0,2.0,7.878048780489999,2.0,5.0,9.0,47.6341463415,8.0,18.0,60.0,7.82926829268,1.0,2.0,7.0,/home/se-metrics/root/proccesed1/1997_WorldCup_ath97,Robocup-2D,agent,Robocup
51,0.97619047619,0.0,0.0,1.0,4.48156506192,2.85,4.1428571428600005,5.7121212121200005,41.6550349122,13.4285714286,27.3,51.0,1.0665002986399998,0.714285714286,1.0,1.25,0.952380952381,0.0,0.0,1.75,0.880952380952,1.0,1.0,1.0,2.5714285714300003,2.0,2.0,4.0,77.6666666667,44.0,58.0,97.25,1.04761904762,0.0,0.0,1.0,0.214285714286,0.0,0.0,0.0,5.16666666667,2.0,5.0,7.0,0.238095238095,0.0,0.0,0.0,2.7380952381,2.0,2.0,3.75,10.642857142899999,3.0,9.0,13.0,3.54761904762,0.0,0.0,7.0,/home/se-metrics/root/proccesed1/2009_JapanOpens_RaiC09RCJO,Robocup-2D,agent,Robocup
52,1.0,1.0,1.0,1.0,6.56277056277,6.4632034632,6.56277056277,6.66233766234,34.7207792208,32.724025974,34.7207792208,36.7175324675,1.62770562771,1.62337662338,1.62770562771,1.63203463203,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.25,1.5,1.75,118.0,111.5,118.0,124.5,33.0,29.5,33.0,36.5,0.0,0.0,0.0,0.0,16.0,13.5,16.0,18.5,33.0,29.5,33.0,36.5,16.0,13.5,16.0,18.5,119.5,91.75,119.5,147.25,1.5,1.25,1.5,1.75,/home/se-metrics/root/proccesed1/1996_WorldCup_ogalets-ver3_x,Robocup-2D,agent,Robocup
53,6.13,0.0,2.0,6.0,6.92615642,2.475,5.0,7.676470588239999,44.444392909399994,20.0625,36.75,55.7558823529,2.06660660113,1.33333333333,2.0,2.71571428571,6.75,2.0,5.0,9.0,0.0,0.0,0.0,0.0,8.125,2.0,5.0,10.0,161.57,50.75,123.5,232.75,15.965,1.0,4.0,13.0,0.0,0.0,0.0,0.0,18.34,4.0,12.0,24.25,15.965,1.0,4.0,13.0,18.34,4.0,12.0,24.25,124.335,18.0,73.5,151.0,68.55,3.0,15.0,81.0,/home/se-metrics/root/proccesed1/1997_WorldCup_RoboCup-97-ISIS,Robocup-2D,agent,Robocup
54,2.20754716981,0.0,2.0,3.0,2.574670053,1.0,1.36363636364,2.5,18.703394020999998,5.375,10.5,24.0,1.00097254486,0.5,1.0,1.15789473684,2.20754716981,0.0,1.0,3.0,0.566037735849,0.0,1.0,1.0,2.7358490566,1.0,2.0,4.0,48.8490566038,7.0,18.0,63.0,8.566037735850001,2.0,5.0,11.0,0.320754716981,0.0,0.0,0.0,7.05660377358,2.0,5.0,8.0,1.4339622641499998,0.0,0.0,0.0,4.7547169811300005,2.0,4.0,6.0,31.943396226399997,5.0,17.0,52.0,5.47169811321,0.0,2.0,8.0,/home/se-metrics/root/proccesed1/1999_WorldCup_kit0726v4,Robocup-2D,agent,Robocup
55,1.24778761062,0.0,0.0,2.0,5.73129982415,1.0,1.0,2.6875,30.6734635674,4.0,8.85714285714,24.3333333333,0.8337678079180001,0.166666666667,0.666666666667,1.33333333333,1.52212389381,0.0,0.0,2.0,0.150442477876,0.0,0.0,0.0,6.46017699115,1.0,2.0,6.0,64.1769911504,5.0,20.0,70.0,2.84955752212,0.0,1.0,4.0,0.115044247788,0.0,0.0,0.0,9.76991150442,1.0,4.0,11.0,1.4955752212399998,0.0,0.0,1.0,9.30973451327,1.0,4.0,10.0,25.707964601799997,4.0,10.0,27.0,24.6460176991,0.0,0.0,4.0,/home/se-metrics/root/proccesed1/1999_WorldCup_Zeng99-source-release,Robocup-2D,agent,Robocup
56,0.7959183673469999,0.0,0.0,1.0,6.34749315311,2.8,4.1428571428600005,5.75,62.368482198100004,14.4285714286,29.0,48.5,1.06353623701,0.8,1.0,1.2,0.775510204082,0.0,0.0,1.0,0.877551020408,1.0,1.0,1.0,2.26530612245,1.0,2.0,3.0,92.0816326531,42.0,67.0,108.0,1.18367346939,0.0,0.0,1.0,0.163265306122,0.0,0.0,0.0,4.30612244898,1.0,3.0,7.0,0.387755102041,0.0,0.0,0.0,2.48979591837,1.0,2.0,3.0,8.87755102041,1.0,5.0,13.0,2.77551020408,0.0,0.0,2.0,/home/se-metrics/root/proccesed1/2009_JapanOpens_tsubamegaeshi-fcpita-all,Robocup-2D,agent,Robocup
57,4.21104536489,0.0,0.0,2.0,2.42741203463,1.0,1.33333333333,3.0,19.377165900399998,5.0,9.8,24.6,1.1743263168200002,0.566964285714,1.0,1.66666666667,4.13609467456,0.0,1.0,5.0,0.769230769231,0.0,1.0,1.0,3.49309664694,2.0,2.0,4.0,53.6785009862,5.5,23.0,73.0,3.97435897436,0.0,1.0,3.0,0.510848126233,0.0,0.0,0.0,8.55424063116,2.0,4.0,9.0,1.25246548323,0.0,0.0,0.0,6.80276134122,2.0,4.0,6.0,44.1992110454,4.0,13.0,41.0,14.8619329389,0.0,3.0,16.0,/home/se-metrics/root/proccesed1/2009_JapanOpens_Fifty-Storms_RCJO09,Robocup-2D,agent,Robocup
58,3.43389830508,0.0,0.0,1.0,1.88816254279,1.0,1.0,2.0,14.5052154788,3.3409090909099994,5.0,15.0,1.33107553212,0.654166666667,1.0,2.0,4.0084745762699985,0.0,2.0,6.0,0.532203389831,0.0,0.0,1.0,3.25254237288,1.0,2.0,4.0,34.5406779661,4.0,11.0,38.75,3.30677966102,0.0,1.0,3.0,0.442372881356,0.0,0.0,0.0,7.364406779660001,2.0,4.0,7.75,1.0661016949200002,0.0,0.0,0.0,6.16101694915,2.0,3.0,5.0,35.5152542373,4.0,12.0,29.75,13.1847457627,0.0,3.0,12.0,/home/se-metrics/root/proccesed1/2008_JapanOpens_HELIOZ,Robocup-2D,agent,Robocup
59,3.96531791908,0.0,0.0,3.0,6.298680506089998,2.14285714286,5.666666666669999,9.4,59.52122204760001,18.3333333333,54.3333333333,82.1428571429,1.38815208149,1.0,1.125,1.86363636364,3.75722543353,0.0,1.0,3.0,0.774566473988,1.0,1.0,1.0,3.69942196532,2.0,2.0,5.0,154.595375723,29.0,119.0,233.0,2.19075144509,0.0,1.0,2.0,0.21965317919100005,0.0,0.0,0.0,7.057803468210001,2.0,4.0,10.0,0.456647398844,0.0,0.0,0.0,2.9017341040499995,1.0,2.0,4.0,21.202312138699998,3.0,7.0,27.0,26.6531791908,0.0,2.0,12.0,/home/se-metrics/root/proccesed1/2012_WorldCup_WarthogRobotics,Robocup-2D,agent,Robocup
60,3.62663755459,0.0,0.0,2.0,1.93446491591,1.0,1.0,1.90681818182,13.1400753347,3.5,5.0,12.166666666700001,1.1518784452200002,0.5728021978019999,1.0,1.5,3.81222707424,0.0,1.0,5.0,0.606986899563,0.0,1.0,1.0,3.5327510917,2.0,2.0,4.0,34.799126637600004,4.25,10.5,39.0,3.79257641921,0.0,1.0,3.0,0.493449781659,0.0,0.0,0.0,8.43886462882,3.0,4.5,9.0,1.18122270742,0.0,0.0,0.0,7.054585152839999,2.0,4.0,6.75,39.672489083,5.0,13.0,35.75,13.2903930131,0.0,3.0,14.0,/home/se-metrics/root/proccesed1/2008_JapanOpens_FC-PESCA,Robocup-2D,agent,Robocup
62,4.01361867704,0.0,0.0,2.0,2.51057317261,1.0,1.5,3.0,21.925778081100002,5.0,10.6485294118,25.440789473699997,1.21924895898,0.545454545455,1.0,1.66666666667,4.08754863813,0.0,1.0,6.0,0.5933852140079999,0.0,1.0,1.0,3.27237354086,2.0,2.0,4.0,54.410505836599995,6.0,25.5,73.0,3.73346303502,0.0,1.0,3.0,0.496108949416,0.0,0.0,0.0,7.93968871595,2.0,4.0,8.0,1.17315175097,0.0,0.0,0.0,6.59338521401,2.0,3.0,6.0,38.9027237354,5.0,13.0,36.0,13.2159533074,0.0,4.0,14.0,/home/se-metrics/root/proccesed1/2008_JapanOpens_puppets-JapanOpen2008,Robocup-2D,agent,Robocup
63,2.85714285714,0.25,2.0,2.75,2.92590349692,1.02762321145,1.64583333333,3.575,20.9080151302,4.21730769231,10.687878787899999,27.25,1.24137105985,0.804545454545,1.15555555556,1.5970588235299998,3.35714285714,1.0,2.0,6.5,0.404761904762,0.0,0.0,1.0,6.023809523810001,2.0,3.5,6.75,100.14285714299999,12.75,35.0,137.75,14.0238095238,1.0,3.5,18.25,0.357142857143,0.0,0.0,0.0,31.309523809499996,6.0,15.0,36.25,2.59523809524,0.0,0.0,1.0,31.0952380952,6.0,15.0,34.75,148.66666666700002,33.75,73.0,129.0,19.0952380952,2.25,5.5,19.75,/home/se-metrics/root/proccesed1/1999_WorldCup_ew99_sources,Robocup-2D,agent,Robocup
64,2.44680851064,0.0,1.0,3.0,2.46403979227,1.0,1.28571428571,2.0,15.193010919,4.25,6.033333333330001,10.2916666667,1.46610546103,1.0,1.245,2.0,3.3829787234,0.0,2.0,3.0,0.351063829787,0.0,0.0,0.0,4.32978723404,1.0,2.0,4.0,30.234042553200002,6.0,10.0,27.5,3.55319148936,0.0,2.0,3.0,0.191489361702,0.0,0.0,0.0,9.64893617021,3.0,6.0,11.0,3.55319148936,0.0,2.0,3.0,9.64893617021,3.0,6.0,11.0,50.7659574468,9.0,15.5,43.75,26.510638297899998,0.0,3.0,8.0,/home/se-metrics/root/proccesed1/1998_WorldCup_Kappa_v0,Robocup-2D,agent,Robocup
65,0.95,0.0,0.0,1.0,4.552071886449999,2.75,4.1428571428600005,5.74188311688,39.1949295149,13.4285714286,27.4285714286,51.0,1.07696817072,0.714285714286,1.0,1.25,0.925,0.0,0.0,1.25,0.875,1.0,1.0,1.0,2.575,2.0,2.0,4.0,78.125,44.0,65.5,93.75,1.1,0.0,0.5,1.0,0.2,0.0,0.0,0.0,5.225,2.0,5.0,7.0,0.25,0.0,0.0,0.0,2.725,2.0,2.0,3.25,10.875,3.0,9.0,13.0,3.425,0.0,0.0,5.0,/home/se-metrics/root/proccesed1/2009_PRIMA_TDUThinkingAnts2009,Robocup-2D,agent,Robocup
66,2.24161073826,0.0,1.0,2.0,2.17688150191,1.0,1.0,2.5,13.8673699472,3.625,7.875,18.05,1.23084502615,0.666666666667,1.0,1.66666666667,1.9395973154400004,0.0,0.0,3.0,1.04026845638,0.0,1.0,1.0,2.75503355705,1.0,2.0,3.0,39.994966443,6.0,13.0,44.0,6.31208053691,2.0,4.0,7.0,0.307046979866,0.0,0.0,0.0,5.72986577181,2.0,3.0,7.0,3.20302013423,0.0,1.0,4.0,3.23154362416,1.0,2.0,4.0,27.0486577181,4.0,10.0,26.0,6.053691275169999,0.0,0.0,6.0,/home/se-metrics/root/Other_robo_proccessed/SPL_The_Awesome_Resurrection_21-01-13,Robcup-Other-Leagues,Robot,Robocup
67,3.0,0.0,1.0,2.0,2.0231880357,1.0,1.0,2.5,13.477327501,4.33333333333,8.0,17.5,0.934538984176,0.5,0.666666666667,1.0,2.64252336449,0.0,1.0,4.0,1.0023364486,0.0,1.0,1.0,2.79672897196,1.0,2.0,3.0,30.2897196262,5.75,12.5,40.25,5.3761682243,1.0,3.0,7.0,0.317757009346,0.0,0.0,0.0,5.98831775701,2.0,3.0,6.0,1.88551401869,0.0,0.0,2.0,4.24299065421,2.0,3.0,4.0,27.2523364486,6.0,11.0,27.25,7.4953271028,0.0,2.0,9.25,/home/se-metrics/root/Other_robo_proccessed/SPL_HULKsCodeRelease,Robcup-Other-Leagues,Robot,Robocup
68,0.482649842271,0.0,0.0,0.0,1.73084487185,1.0,1.0,1.33333333333,6.85243282176,1.0,1.0,6.0,1.66744749626,1.0,2.0,2.0,0.611987381703,0.0,0.0,1.0,0.356466876972,0.0,0.0,1.0,2.21924290221,1.0,1.0,2.0,16.9148264984,1.0,1.0,13.0,3.02681388013,0.0,0.0,3.0,0.0552050473186,0.0,0.0,0.0,3.79810725552,1.0,1.0,4.0,0.917981072555,0.0,0.0,0.0,2.19716088328,1.0,1.0,2.0,12.9353312303,1.0,2.0,6.0,2.3738170347,0.0,0.0,1.0,/home/se-metrics/root/Other_robo_proccessed/SPL_TKark_coderelease_2017,Robcup-Other-Leagues,Robot,Robocup
69,1.35670356704,0.0,0.0,0.0,1.99032409042,1.0,1.0,1.8,12.8147317702,2.33333333333,5.0,11.605555555599999,1.8046308145900003,0.8666666666670001,1.36363636364,2.0,1.46822468225,0.0,1.0,2.0,0.273882738827,0.0,0.0,0.0,6.14883148831,1.0,2.0,4.0,21.1549815498,4.0,7.0,21.0,1.4969249692500002,0.0,0.0,2.0,0.08528085280850001,0.0,0.0,0.0,7.155801558019999,1.0,2.0,6.0,0.6908569085690001,0.0,0.0,0.0,6.8314883148800005,1.0,2.0,5.0,13.662976629800001,2.0,4.0,11.0,11.905699057,0.0,1.0,4.0,/home/se-metrics/root/Other_robo_proccessed/SPL_MRL-SPL,Robcup-Other-Leagues,Robot,Robocup
70,3.48502994012,0.0,1.0,2.0,2.50717832587,1.0,1.5,2.75,16.5417901698,4.0,9.5,17.8461538462,1.6004654430200005,1.0,1.42857142857,2.0,4.89820359281,1.0,3.0,7.0,0.443113772455,0.0,0.0,1.0,5.0119760479,1.0,2.0,5.5,53.6526946108,9.5,30.0,62.0,5.75449101796,1.0,3.0,8.0,0.25748502994000005,0.0,0.0,0.0,10.808383233499999,4.0,7.0,14.0,2.81437125749,0.0,1.0,3.0,9.82634730539,4.0,7.0,13.0,54.377245509,11.0,28.0,68.0,27.994011976,1.0,6.0,16.0,/home/se-metrics/root/Other_robo_proccessed/Small-Size-League_CMDragons2002-0,Robcup-Other-Leagues,Robot,Robocup
71,1.58968058968,0.0,0.0,1.0,2.06739818677,1.0,1.0,2.0,12.458667978,2.75694444444,5.0,13.0,1.5140314088,1.0,1.25,2.0,1.64373464373,0.0,1.0,2.0,0.371007371007,0.0,0.0,1.0,4.1941031941,1.0,2.0,4.0,26.6511056511,4.0,8.0,26.0,3.28378378378,0.0,1.0,3.0,0.202702702703,0.0,0.0,0.0,5.99385749386,1.0,3.0,6.0,1.5,0.0,0.0,1.0,5.29484029484,1.0,3.0,5.0,17.4164619165,2.0,6.0,17.0,8.76781326781,0.0,1.0,6.0,/home/se-metrics/root/Other_robo_proccessed/SPL_rUNSWift-2015-release,Robcup-Other-Leagues,Robot,Robocup
